"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Pudasjärvi Sarakylä","2021","12","10","02:00","14"
"Pudasjärvi Sarakylä","2021","12","11","02:00","14"
"Pudasjärvi Sarakylä","2021","12","12","02:00","14"
"Pudasjärvi Sarakylä","2021","12","13","02:00","14"
"Pudasjärvi Sarakylä","2021","12","14","02:00","15"
"Pudasjärvi Sarakylä","2021","12","15","02:00","18"
"Pudasjärvi Sarakylä","2021","12","16","02:00","20"
"Pudasjärvi Sarakylä","2021","12","17","02:00","20"
"Pudasjärvi Sarakylä","2021","12","18","02:00","21"
"Pudasjärvi Sarakylä","2021","12","19","02:00","21"
"Pudasjärvi Sarakylä","2021","12","20","02:00","21"
"Pudasjärvi Sarakylä","2021","12","21","02:00","21"
"Pudasjärvi Sarakylä","2021","12","22","02:00","21"
"Pudasjärvi Sarakylä","2021","12","23","02:00","23"
"Pudasjärvi Sarakylä","2021","12","24","02:00","24"
"Pudasjärvi Sarakylä","2021","12","25","02:00","24"
"Pudasjärvi Sarakylä","2021","12","26","02:00","24"
"Pudasjärvi Sarakylä","2021","12","27","02:00","24"
"Pudasjärvi Sarakylä","2021","12","28","02:00","25"
"Pudasjärvi Sarakylä","2021","12","29","02:00","25"
"Pudasjärvi Sarakylä","2021","12","30","02:00","26"
"Pudasjärvi Sarakylä","2021","12","31","02:00","32"
"Pudasjärvi Sarakylä","2022","1","1","02:00","33"
"Pudasjärvi Sarakylä","2022","1","2","02:00","33"
"Pudasjärvi Sarakylä","2022","1","3","02:00","33"
"Pudasjärvi Sarakylä","2022","1","4","02:00","33"
"Pudasjärvi Sarakylä","2022","1","5","02:00","33"
"Pudasjärvi Sarakylä","2022","1","6","02:00","33"
"Pudasjärvi Sarakylä","2022","1","7","02:00","34"
"Pudasjärvi Sarakylä","2022","1","8","02:00","34"
"Pudasjärvi Sarakylä","2022","1","9","02:00","33"
"Pudasjärvi Sarakylä","2022","1","10","02:00","33"
"Pudasjärvi Sarakylä","2022","1","11","02:00","34"
"Pudasjärvi Sarakylä","2022","1","12","02:00","35"
"Pudasjärvi Sarakylä","2022","1","13","02:00","42"
"Pudasjärvi Sarakylä","2022","1","14","02:00","41"
"Pudasjärvi Sarakylä","2022","1","15","02:00","41"
"Pudasjärvi Sarakylä","2022","1","16","02:00","39"
"Pudasjärvi Sarakylä","2022","1","17","02:00","42"
"Pudasjärvi Sarakylä","2022","1","18","02:00","40"
"Pudasjärvi Sarakylä","2022","1","19","02:00","40"
"Pudasjärvi Sarakylä","2022","1","20","02:00","38"
"Pudasjärvi Sarakylä","2022","1","21","02:00","38"
"Pudasjärvi Sarakylä","2022","1","22","02:00","38"
"Pudasjärvi Sarakylä","2022","1","23","02:00","38"
"Pudasjärvi Sarakylä","2022","1","24","02:00","38"
"Pudasjärvi Sarakylä","2022","1","25","02:00","39"
"Pudasjärvi Sarakylä","2022","1","26","02:00","39"
"Pudasjärvi Sarakylä","2022","1","27","02:00","39"
"Pudasjärvi Sarakylä","2022","1","28","02:00","39"
"Pudasjärvi Sarakylä","2022","1","29","02:00","39"
"Pudasjärvi Sarakylä","2022","1","30","02:00","42"
"Pudasjärvi Sarakylä","2022","1","31","02:00","42"
"Pudasjärvi Sarakylä","2022","2","1","02:00","42"
"Pudasjärvi Sarakylä","2022","2","2","02:00","42"
"Pudasjärvi Sarakylä","2022","2","3","02:00","42"
"Pudasjärvi Sarakylä","2022","2","4","02:00","42"
"Pudasjärvi Sarakylä","2022","2","5","02:00","49"
"Pudasjärvi Sarakylä","2022","2","6","02:00","48"
"Pudasjärvi Sarakylä","2022","2","7","02:00","48"
"Pudasjärvi Sarakylä","2022","2","8","02:00","48"
"Pudasjärvi Sarakylä","2022","2","9","02:00","51"
"Pudasjärvi Sarakylä","2022","2","10","02:00","51"
"Pudasjärvi Sarakylä","2022","2","11","02:00","54"
"Pudasjärvi Sarakylä","2022","2","12","02:00","54"
"Pudasjärvi Sarakylä","2022","2","13","02:00","54"
"Pudasjärvi Sarakylä","2022","2","14","02:00","54"
"Pudasjärvi Sarakylä","2022","2","15","02:00","54"
"Pudasjärvi Sarakylä","2022","2","16","02:00","54"
"Pudasjärvi Sarakylä","2022","2","17","02:00","54"
"Pudasjärvi Sarakylä","2022","2","18","02:00","54"
"Pudasjärvi Sarakylä","2022","2","19","02:00","58"
"Pudasjärvi Sarakylä","2022","2","20","02:00","61"
"Pudasjärvi Sarakylä","2022","2","21","02:00","63"
"Pudasjärvi Sarakylä","2022","2","22","02:00","63"
"Pudasjärvi Sarakylä","2022","2","23","02:00","63"
"Pudasjärvi Sarakylä","2022","2","24","02:00","62"
"Pudasjärvi Sarakylä","2022","2","25","02:00","67"
"Pudasjärvi Sarakylä","2022","2","26","02:00","66"
"Pudasjärvi Sarakylä","2022","2","27","02:00","66"
"Pudasjärvi Sarakylä","2022","2","28","02:00","64"
