"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Sotkamo Saviaho","2009","5","8","03:00","-1"
"Sotkamo Saviaho","2009","5","9","03:00","-1"
"Sotkamo Saviaho","2009","5","10","03:00","-1"
"Sotkamo Saviaho","2009","5","11","03:00","-1"
"Sotkamo Saviaho","2009","5","12","03:00","-1"
"Sotkamo Saviaho","2009","5","13","03:00","-1"
"Sotkamo Saviaho","2009","5","14","03:00","-1"
"Sotkamo Saviaho","2009","5","15","03:00","-1"
"Sotkamo Saviaho","2009","5","16","03:00","-1"
"Sotkamo Saviaho","2009","5","17","03:00","-1"
"Sotkamo Saviaho","2009","5","18","03:00","-1"
"Sotkamo Saviaho","2009","5","19","03:00","-1"
"Sotkamo Saviaho","2009","5","20","03:00","-1"
"Sotkamo Saviaho","2009","5","21","03:00","-1"
"Sotkamo Saviaho","2009","5","22","03:00","-1"
"Sotkamo Saviaho","2009","5","23","03:00","-1"
"Sotkamo Saviaho","2009","5","24","03:00","-1"
"Sotkamo Saviaho","2009","5","25","03:00","-1"
"Sotkamo Saviaho","2009","5","26","03:00","-1"
"Sotkamo Saviaho","2009","5","27","03:00","-1"
"Sotkamo Saviaho","2009","5","28","03:00","-1"
"Sotkamo Saviaho","2009","5","29","03:00","-1"
"Sotkamo Saviaho","2009","5","30","03:00","-1"
"Sotkamo Saviaho","2009","5","31","03:00","-1"
"Sotkamo Saviaho","2009","6","1","03:00","-1"
"Sotkamo Saviaho","2009","6","2","03:00","-1"
"Sotkamo Saviaho","2009","6","3","03:00","-1"
"Sotkamo Saviaho","2009","6","4","03:00","-1"
"Sotkamo Saviaho","2009","6","5","03:00","-1"
"Sotkamo Saviaho","2009","6","6","03:00","-1"
"Sotkamo Saviaho","2009","6","7","03:00","-1"
"Sotkamo Saviaho","2009","6","8","03:00","-1"
"Sotkamo Saviaho","2009","6","9","03:00","-1"
"Sotkamo Saviaho","2009","6","10","03:00","-1"
"Sotkamo Saviaho","2009","6","11","03:00","-1"
"Sotkamo Saviaho","2009","6","12","03:00","-1"
"Sotkamo Saviaho","2009","6","13","03:00","-1"
"Sotkamo Saviaho","2009","6","14","03:00","-1"
"Sotkamo Saviaho","2009","6","15","03:00","-1"
"Sotkamo Saviaho","2009","6","16","03:00","-1"
"Sotkamo Saviaho","2009","6","17","03:00","-1"
"Sotkamo Saviaho","2009","6","18","03:00","-1"
"Sotkamo Saviaho","2009","6","19","03:00","-1"
"Sotkamo Saviaho","2009","6","20","03:00","-1"
"Sotkamo Saviaho","2009","6","21","03:00","-1"
"Sotkamo Saviaho","2009","6","22","03:00","-1"
"Sotkamo Saviaho","2009","6","23","03:00","-1"
"Sotkamo Saviaho","2009","6","24","03:00","-1"
"Sotkamo Saviaho","2009","6","25","03:00","-1"
"Sotkamo Saviaho","2009","6","26","03:00","-1"
"Sotkamo Saviaho","2009","6","27","03:00","-1"
"Sotkamo Saviaho","2009","6","28","03:00","-1"
"Sotkamo Saviaho","2009","6","29","03:00","-1"
"Sotkamo Saviaho","2009","6","30","03:00","-1"
"Sotkamo Saviaho","2009","7","1","03:00","-1"
"Sotkamo Saviaho","2009","7","2","03:00","-1"
"Sotkamo Saviaho","2009","7","3","03:00","-1"
"Sotkamo Saviaho","2009","7","4","03:00","-1"
"Sotkamo Saviaho","2009","7","5","03:00","-1"
"Sotkamo Saviaho","2009","7","6","03:00","-1"
"Sotkamo Saviaho","2009","7","7","03:00","-1"
"Sotkamo Saviaho","2009","7","8","03:00","-1"
"Sotkamo Saviaho","2009","7","9","03:00","-1"
"Sotkamo Saviaho","2009","7","10","03:00","-1"
"Sotkamo Saviaho","2009","7","11","03:00","-1"
"Sotkamo Saviaho","2009","7","12","03:00","-1"
"Sotkamo Saviaho","2009","7","13","03:00","-1"
"Sotkamo Saviaho","2009","7","14","03:00","-1"
"Sotkamo Saviaho","2009","7","15","03:00","-1"
"Sotkamo Saviaho","2009","7","16","03:00","-1"
"Sotkamo Saviaho","2009","7","17","03:00","-1"
"Sotkamo Saviaho","2009","7","18","03:00","-1"
"Sotkamo Saviaho","2009","7","19","03:00","-1"
"Sotkamo Saviaho","2009","7","20","03:00","-1"
"Sotkamo Saviaho","2009","7","21","03:00","-1"
"Sotkamo Saviaho","2009","7","22","03:00","-1"
"Sotkamo Saviaho","2009","7","23","03:00","-1"
"Sotkamo Saviaho","2009","7","24","03:00","-1"
"Sotkamo Saviaho","2009","7","25","03:00","-1"
"Sotkamo Saviaho","2009","7","26","03:00","-1"
"Sotkamo Saviaho","2009","7","27","03:00","-1"
"Sotkamo Saviaho","2009","7","28","03:00","-1"
"Sotkamo Saviaho","2009","7","29","03:00","-1"
"Sotkamo Saviaho","2009","7","30","03:00","-1"
"Sotkamo Saviaho","2009","7","31","03:00","-1"
"Sotkamo Saviaho","2009","8","1","03:00","-1"
"Sotkamo Saviaho","2009","8","2","03:00","-1"
"Sotkamo Saviaho","2009","8","3","03:00","-1"
"Sotkamo Saviaho","2009","8","4","03:00","-1"
"Sotkamo Saviaho","2009","8","5","03:00","-1"
"Sotkamo Saviaho","2009","8","6","03:00","-1"
"Sotkamo Saviaho","2009","8","7","03:00","-1"
"Sotkamo Saviaho","2009","8","8","03:00","-1"
"Sotkamo Saviaho","2009","8","9","03:00","-1"
"Sotkamo Saviaho","2009","8","10","03:00","-1"
"Sotkamo Saviaho","2009","8","11","03:00","-1"
"Sotkamo Saviaho","2009","8","12","03:00","-1"
"Sotkamo Saviaho","2009","8","13","03:00","-1"
"Sotkamo Saviaho","2009","8","14","03:00","-1"
"Sotkamo Saviaho","2009","8","15","03:00","-1"
"Sotkamo Saviaho","2009","8","16","03:00","-1"
"Sotkamo Saviaho","2009","8","17","03:00","-1"
"Sotkamo Saviaho","2009","8","18","03:00","-1"
"Sotkamo Saviaho","2009","8","19","03:00","-1"
"Sotkamo Saviaho","2009","8","20","03:00","-1"
"Sotkamo Saviaho","2009","8","21","03:00","-1"
"Sotkamo Saviaho","2009","8","22","03:00","-1"
"Sotkamo Saviaho","2009","8","23","03:00","-1"
"Sotkamo Saviaho","2009","8","24","03:00","-1"
"Sotkamo Saviaho","2009","8","25","03:00","-1"
"Sotkamo Saviaho","2009","8","26","03:00","-1"
"Sotkamo Saviaho","2009","8","27","03:00","-1"
"Sotkamo Saviaho","2009","8","28","03:00","-1"
"Sotkamo Saviaho","2009","8","29","03:00","-1"
"Sotkamo Saviaho","2009","8","30","03:00","-1"
"Sotkamo Saviaho","2009","8","31","03:00","-1"
"Sotkamo Saviaho","2009","9","1","03:00","-1"
"Sotkamo Saviaho","2009","9","2","03:00","-1"
"Sotkamo Saviaho","2009","9","3","03:00","-1"
"Sotkamo Saviaho","2009","9","4","03:00","-1"
"Sotkamo Saviaho","2009","9","5","03:00","-1"
"Sotkamo Saviaho","2009","9","6","03:00","-1"
"Sotkamo Saviaho","2009","9","7","03:00","-1"
"Sotkamo Saviaho","2009","9","8","03:00","-1"
"Sotkamo Saviaho","2009","9","9","03:00","-1"
"Sotkamo Saviaho","2009","9","10","03:00","-1"
"Sotkamo Saviaho","2009","9","11","03:00","-1"
"Sotkamo Saviaho","2009","9","12","03:00","-1"
"Sotkamo Saviaho","2009","9","13","03:00","-1"
"Sotkamo Saviaho","2009","9","14","03:00","-1"
"Sotkamo Saviaho","2009","9","15","03:00","-1"
"Sotkamo Saviaho","2009","9","16","03:00","-1"
"Sotkamo Saviaho","2009","9","17","03:00","-1"
"Sotkamo Saviaho","2009","9","18","03:00","-1"
